Truth	Aided	Unaided
0	0.358836844	0.403814678
0	0.360465086	0.40564701
0	0.278910979	0.313870632
0	0.353827975	0.39817798
0	0.54609316	0.61454234
0	0.387907357	0.436528989
0	0.46361154	0.521722192
0	0.543144316	0.611223878
0	0.639199173	0.719318578
0	0.44724169	0.503300489
0	0.532491555	0.599235863
0	0.464937306	0.523214134
0	0.576227002	0.64845326
0	0.609238226	0.685602224
0	0.394298758	0.443721509
0	0.265523218	0.298804804
0	0.436848261	0.491604313
0	0.251698136	0.283246839
0	0.544490247	0.612738512
0	0.240088108	0.270181571
0	0.508358564	0.572077961
0	0.399827142	0.44994284
0	0.494753051	0.556767086
0	0.479334507	0.53941593
0	0.499111597	0.561671947
0	0.52478782	0.590566515
0	0.536814551	0.604100718
0	0.351092531	0.395099666
0	0.663642647	0.746825881
0	0.30652156	0.344942018
0	0.588545853	0.662316198
0	0.430788494	0.484784993
0	0.491919682	0.553578574
0	0.472580582	0.531815445
0	0.246629759	0.277543174
0	0.129545607	0.145783295
0	0.387613379	0.436198162
0	0.391289795	0.440335393
0	0.410269128	0.46169366
0	0.491492582	0.553097939
0	0.569560503	0.64095116
0	0.298249369	0.335632962
0	0.421312009	0.474120693
0	0.214294517	0.241154922
0	0.394574068	0.444031328
0	0.508119808	0.571809278
0	0.336663938	0.378862545
0	0.364590591	0.41028962
0	0.264680915	0.297856924
0	0.646175563	0.727169413
0	0.417148081	0.469434844
0	0.390490141	0.439435507
0	0.363512733	0.409076659
0	0.372275814	0.418938134
0	0.653759595	0.735704052
0	0.449625322	0.505982894
0	0.60485753	0.680672436
0	0.322747601	0.363201887
0	0.252836445	0.284527827
0	0.413481334	0.465308495
0	0.337903716	0.38025772
0	0.616368101	0.693625782
0	0.580283095	0.653017757
0	0.493963997	0.55587913
0	0.391742009	0.440844289
0	0.500429152	0.563154649
0	0.481613271	0.541980321
0	0.347334582	0.390870684
0	0.40837697	0.459564333
0	0.213978981	0.240799837
0	0.506903873	0.570440934
0	0.406546804	0.457504767
0	0.287236585	0.323239799
0	0.250071382	0.281416182
0	0.384339267	0.432513662
0	0.448678804	0.504917736
0	0.401034043	0.451301019
0	0.605425099	0.681311146
0	0.42422235	0.477395826
0	0.303034571	0.341017958
0	0.461845546	0.519734842
0	0.546950538	0.615507185
0	0.465449269	0.523790268
0	0.501761071	0.564653515
0	0.622648378	0.700693249
0	0.427589797	0.481185361
0	0.550192274	0.619155251
0	0.384651726	0.432865286
0	0.387727483	0.436326568
0	0.577882728	0.650316521
0	0.272002149	0.306095827
0	0.330910741	0.372388222
0	0.30266881	0.340606352
0	0.479424336	0.539517018
0	0.369916231	0.416282793
0	0.220226319	0.247830237
0	0.169917721	0.191215788
0	0.085528356	0.096248772
0	0.580075817	0.652784499
0	0.539541961	0.607169991
0	0.435880529	0.490515282
0	0.680120355	0.765368961
0	0.516970146	0.581768948
0	0.502050016	0.564978678
0	0.445352418	0.501174409
0	0.313638216	0.3529507
0	0.564895797	0.635701763
0	0.587045312	0.660627574
0	0.610150444	0.686628783
0	0.46577737	0.524159495
0	0.247713171	0.278762384
0	0.368923637	0.415165785
0	0.57986644	0.652548878
0	0.266353478	0.299739131
0	0.398277424	0.448198875
0	0.418444162	0.47089338
0	0.313565533	0.352868906
0	0.17863831	0.201029445
0	0.37225935	0.418919606
0	0.321698255	0.362021011
0	0.493675022	0.555553933
0	0.4292273	0.483028114
0	0.341355035	0.38414164
0	0.46344404	0.521533697
0	0.373699863	0.420540679
0	0.6143121	0.691312075
0	0.396914701	0.446665344
0	0.354240808	0.398642559
0	0.533505988	0.600377448
0	0.557130247	0.626962853
0	0.393155433	0.442434876
0	0.305146816	0.343394959
0	0.287504817	0.323541651
0	0.388579728	0.437285637
0	0.448168917	0.504343938
0	0.189878609	0.213678641
0	0.174949279	0.196878018
0	0.464534665	0.522761025
0	0.304108525	0.342226525
0	0.617638908	0.695055876
0	0.464841213	0.523105997
0	0.242316221	0.272688963
0	0.338254715	0.380652715
0	0.566795173	0.637839214
0	0.381423135	0.429232012
0	0.434620221	0.489097002
0	0.511102081	0.575165359
0	0.369414503	0.415718176
0	0.235641877	0.265178034
0	0.021761697	0.024489382
0	0.282971446	0.318440053
0	0.416531078	0.468740505
0	0.50944145	0.573296579
0	0.453904802	0.510798778
0	0.428743708	0.482483907
0	0.51751038	0.582376897
0	0.553390739	0.622754622
0	0.368027039	0.414156803
0	0.317966604	0.357821623
0	0.096342966	0.108418922
0	0.475502081	0.535103134
0	0.149581811	0.168330905
0	0.499231994	0.561807435
0	0.314038219	0.35340084
0	0.476102582	0.535778904
0	0.52087544	0.586163745
0	0.457995578	0.515402307
0	0.440260078	0.495443778
0	0.417485077	0.469814081
0	0.332644728	0.374339552
0	0.650120623	0.73160896
0	0.415060255	0.467085323
0	0.217191594	0.244415129
0	0.55522684	0.624820866
0	0.439168802	0.494215718
0	0.457194039	0.5145003
0	0.188572788	0.212209145
0	0.403953919	0.454586881
0	0.372927419	0.419671414
0	0.430261675	0.484192141
0	0.344606977	0.387801192
0	0.332534962	0.374216029
0	0.380844378	0.428580711
0	0.490511167	0.55199351
0	0.397208758	0.446996259
0	0.685260343	0.771153212
0	0.39452919	0.443980824
0	0.403825828	0.454442735
0	0.257173265	0.289408239
0	0.395455828	0.445023611
0	0.275653029	0.31020432
0	0.620499661	0.698275206
0	0.641584555	0.722002952
0	0.660053283	0.742786613
0	0.345917265	0.389275716
0	0.163114963	0.183560349
0	0.578396971	0.650895221
0	0.394209481	0.443621042
0	0.271292845	0.305297616
0	0.395264931	0.444808785
0	0.19453335	0.218916823
0	0.24464943	0.275314625
0	0.440694159	0.495932268
0	0.375861985	0.422973808
0	0.259868243	0.292441015
0	0.28339055	0.318911688
0	0.401837373	0.45220504
0	0.35829954	0.403210026
0	0.453223088	0.510031616
0	0.620757573	0.698565445
0	0.446531765	0.50250158
0	0.522085333	0.587525289
0	0.433966428	0.488361261
0	0.361266561	0.406548944
0	0.364501793	0.410189691
0	0.459851086	0.51749039
0	0.458008877	0.515417272
0	0.485663526	0.546538249
0	0.425167554	0.478459506
0	0.241109464	0.271330947
0	0.405370781	0.456181338
0	0.436926499	0.491692357
0	0.400858888	0.451103909
0	0.435466494	0.49004935
0	0.443444223	0.499027035
0	0.363953045	0.409572161
0	0.316611212	0.356296341
0	0.530737896	0.597262394
0	0.443365007	0.49893789
0	0.341965304	0.384828402
0	0.574460262	0.646465071
0	0.623854371	0.702050406
0	0.494748515	0.556761982
0	0.411636421	0.463232334
0	0.434089732	0.48850002
0	0.48026824	0.5404667
0	0.307864672	0.34645348
0	0.683596333	0.76928063
0	0.237524504	0.267296635
0	0.447624211	0.503730957
0	0.601896625	0.677340402
0	0.300046222	0.337655039
0	0.458652814	0.516141923
0	0.368306157	0.414470907
0	0.387475791	0.436043329
0	0.395608616	0.44519555
0	0.386745558	0.435221566
0	0.584775467	0.658073219
0	0.524439307	0.590174319
0	0.488540253	0.549775555
0	0.217108854	0.244322018
0	0.523261786	0.588849204
0	0.490110081	0.55154215
0	0.284988004	0.320709372
0	0.636088371	0.715817858
0	0.388157305	0.436810266
0	0.441046054	0.496328271
0	0.269665503	0.303466298
0	0.147576241	0.166073951
0	0.440220853	0.495399636
0	0.44276878	0.498266929
0	0.191621205	0.21563966
0	0.455646424	0.512758701
0	0.438133877	0.493051072
0	0.458338954	0.515788722
0	0.432698204	0.486934073
0	0.489838718	0.551236774
0	0.391648033	0.440738534
0	0.305794489	0.344123813
0	0.397477055	0.447298185
0	0.436723398	0.491463799
0	0.402992837	0.453505334
0	0.376853579	0.424089692
0	0.776012818	0.873280912
0	0.494900551	0.556933074
0	0.418765088	0.471254533
0	0.340827663	0.383548165
0	0.297168539	0.334416657
0	0.46748854	0.526085148
0	0.259861072	0.292432945
0	0.334103925	0.375981651
0	0.306913701	0.345383311
0	0.460849468	0.518613913
0	0.50509702	0.568407604
0	0.445703338	0.501569315
0	0.486631989	0.547628103
0	0.33690728	0.379136388
0	0.385974473	0.43435383
0	0.329311731	0.370588787
0	0.341935811	0.384795212
0	0.428598876	0.482320922
0	0.438557406	0.493527687
0	0.364275389	0.409934909
0	0.410111414	0.461516178
0	0.324598245	0.365284496
0	0.366935528	0.412928479
0	0.363706302	0.409294491
0	0.385145385	0.433420821
0	0.383350393	0.431400839
0	0.389113759	0.437886605
0	0.453706935	0.51057611
0	0.651030652	0.732633054
0	0.408572225	0.459784062
0	0.240524645	0.270672825
0	0.486494582	0.547473473
0	0.211007576	0.237455986
0	0.027871333	0.031364821
0	0.424511216	0.4777209
0	0.415099159	0.467129104
0	0.464192717	0.522376216
0	0.532648138	0.599412073
0	0.401595107	0.451932408
0	0.140768341	0.158412725
0	0.451340587	0.507913156
0	0.666286152	0.749800731
0	0.516496294	0.581235702
0	0.448153622	0.504326726
0	0.431969177	0.486113668
0	0.350225222	0.394123646
0	0.360704215	0.405916112
0	0.631175744	0.710289465
0	0.246612671	0.277523945
0	0.462293208	0.520238615
0	0.409199202	0.460489626
0	0.445929155	0.501823436
0	0.14574076	0.164008404
0	0.559830652	0.630001736
0	0.454527519	0.511499548
0	0.520580692	0.585832052
0	0.248738098	0.279915779
0	0.523114728	0.588683713
0	0.397962085	0.447844011
0	0.206426199	0.232300363
0	0.718899716	0.809009059
0	0.602073888	0.677539883
0	0.502371236	0.565340161
0	0.33015843	0.371541614
0	0.478310423	0.538263483
0	0.184887193	0.208061585
0	0.531312273	0.597908766
0	0.440909975	0.496175135
0	0.618190153	0.695676216
0	0.344556056	0.387743887
0	0.458688093	0.516181624
0	0.517431767	0.58228843
0	0.164453145	0.185066263
0	0.335287215	0.377313258
0	0.31211175	0.351232902
0	0.366325725	0.412242241
0	0.421493146	0.474324535
0	0.484592904	0.545333432
0	0.502363322	0.565331254
0	0.588020927	0.661725476
0	0.698758319	0.786343071
0	0.500159883	0.562851629
0	0.594234547	0.668717932
0	0.481423225	0.541766454
0	0.300141045	0.337761747
0	0.360092322	0.405227522
0	0.18639453	0.209757856
0	0.251067789	0.282537482
0	0.369880461	0.41624254
0	0.198719617	0.223627812
0	0.335260647	0.37728336
0	0.364081468	0.409716681
0	0.540152453	0.607857004
0	0.220648794	0.248305666
0	0.490413581	0.551883692
0	0.501252231	0.564080895
0	0.576533597	0.648798284
0	0.436752919	0.49149702
0	0.385579162	0.43390897
0	0.521912891	0.587331234
0	0.429539623	0.483379585
0	0.42919013	0.482986285
0	0.373556062	0.420378853
0	0.430762865	0.484756153
0	0.443425209	0.499005637
0	0.401556304	0.451888741
0	0.431957098	0.486100075
0	0.52577178	0.591673809
0	0.439157261	0.494202731
0	0.211783949	0.238329672
0	0.394357433	0.443787539
0	0.380527118	0.428223685
0	0.166644862	0.187532698
0	0.43310176	0.487388213
0	0.287079616	0.323063155
0	0.329355749	0.370638322
0	0.238016944	0.2678508
0	0.296335986	0.33347975
0	0.22597215	0.25429627
0	0.606436324	0.682449122
0	0.324715067	0.365415962
0	0.399503682	0.449578837
0	0.380050463	0.427687285
0	0.544075165	0.612271403
0	0.576702081	0.648987887
0	0.4532619	0.510075293
0	0.570096498	0.641554337
0	0.492507852	0.554240466
0	0.324182756	0.364816928
0	0.15996138	0.180011485
0	0.551327043	0.620432255
0	0.611338207	0.687965424
0	0.555853287	0.625525834
0	0.545960945	0.614393553
0	0.404928936	0.455684111
0	0.358561674	0.403505018
0	0.336481137	0.378656831
0	0.463099615	0.521146101
0	0.365239318	0.41101966
0	0.397324925	0.447126987
0	0.505539245	0.568905258
0	0.313475299	0.352767362
0	0.534846264	0.60188572
0	0.321084445	0.361330265
0	0.812305687	0.914122853
0	0.234248086	0.26360954
0	0.428387729	0.482083309
0	0.215239145	0.242217953
0	0.420810698	0.473556547
0	0.251506905	0.283031638
0	0.484748092	0.545508071
0	0.467384366	0.525967917
0	0.443745518	0.499366095
0	0.341756444	0.384593363
0	0.506807289	0.570332244
0	0.520058628	0.585244551
0	0.446402914	0.502356578
0	0.310430314	0.349340708
0	0.355459402	0.400013896
0	0.437520089	0.49236035
0	0.365370354	0.41116712
0	0.581627841	0.654531059
0	0.376142548	0.423289538
0	0.381098769	0.428866989
0	0.434156162	0.488574777
0	0.658757322	0.741328212
0	0.237952665	0.267778464
0	0.57658774	0.648859215
0	0.326356484	0.367263119
0	0.588728925	0.662522217
0	0.357868334	0.402724772
0	0.51876796	0.583792106
0	0.339208607	0.381726171
0	0.514139589	0.578583599
0	0.471359349	0.530441138
0	0.530107033	0.596552457
0	0.244037956	0.274626506
0	0.379971266	0.427598161
0	0.498066908	0.560496313
0	0.168189716	0.189271189
0	0.104473992	0.117569118
0	0.281193434	0.316439178
0	0.284200435	0.319823087
0	0.723878166	0.814611525
0	0.453210265	0.510017186
0	0.376784087	0.42401149
0	0.180944796	0.203625033
0	0.515256408	0.579840405
0	0.652129115	0.733869203
0	0.334821327	0.376788975
0	0.526552747	0.592552665
0	0.479861663	0.540009161
0	0.384034089	0.432170232
0	0.592460027	0.666720988
0	0.471606527	0.530719297
0	0.566089613	0.637045216
0	0.473591806	0.532953419
0	0.32194499	0.362298673
0	0.546941323	0.615496815
0	0.528751895	0.595027461
0	0.426938944	0.480452928
0	0.231152007	0.260125389
0	0.477464078	0.537311054
0	0.109633645	0.123375501
0	0.378001898	0.425381946
0	0.471750086	0.530880851
0	0.398644957	0.448612476
